filename,chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
"bgmr E8,bgmr-070502.wav", 0.2926785349845886, 0.045057374984025955, 4312.501654128274, 1561.3850775953363, 5741.208718039773, 0.37592847419507575, -384.5048522949219, -68.46188354492188, -98.53861999511719, 59.74943161010742, -2.390519857406616, 18.736595153808594, -38.73616027832031, 12.988335609436035, 9.362829208374023, 36.19769287109375, 7.2831807136535645, 1.4779493808746338, -15.907872200012207, -2.8995110988616943, 4.4638895988464355, 6.571987628936768, 1.376739740371704, -8.16170597076416, -0.896263599395752, -6.299307346343994, bgmr rep and soundfiles,
"bgmr E9,bgmr-070502.wav", 0.28167101740837097, 0.05228723585605621, 4220.702867798074, 1515.2797754890526, 5559.311311141304, 0.35630095108695653, -375.4772644042969, -59.234249114990234, -97.56146240234375, 55.570167541503906, -8.64720344543457, 26.09713363647461, -39.49916458129883, 9.472490310668945, 11.337425231933594, 40.10979080200195, 20.706541061401367, 9.406140327453613, -14.917571067810059, -0.5597057342529297, -2.5978331565856934, 8.945588111877441, 4.605640411376953, -11.698151588439941, -1.7468371391296387, -8.835602760314941, bgmr rep and soundfiles,
"bgmr F,bgmr-070502.wav", 0.304274320602417, 0.043885037302970886, 4575.529094490995, 1578.1159928466454, 6011.636550134892, 0.4033519278327338, -425.6858215332031, -70.6010971069336, -74.79010009765625, 40.75090026855469, 0.7589213252067566, 26.396141052246094, -44.4229621887207, 11.244305610656738, 6.473353862762451, 24.890905380249023, 12.319191932678223, -5.059937477111816, -13.43263053894043, -2.1169228553771973, 6.568697929382324, -0.04923122003674507, 3.149420738220215, 1.1983791589736938, -7.326944828033447, 6.068750381469727, bgmr rep and soundfiles,
"bgmr F10,bgmr-070502.wav", 0.33153006434440613, 0.07762038707733154, 3600.2850754078913, 2177.6608831003086, 5537.122749660326, 0.3026154891304348, -286.5757751464844, 57.521881103515625, -4.347226142883301, 41.45337677001953, -10.079033851623535, 39.6136474609375, -7.447176456451416, 26.321237564086914, 7.161201477050781, 7.807034492492676, 14.746319770812988, 5.980111122131348, 5.475399971008301, 6.731712818145752, 10.991989135742188, -0.04018339142203331, 7.93557596206665, 8.615063667297363, -6.007431983947754, 13.824911117553711, bgmr rep and soundfiles,
"bgmr F11,bgmr-070502.wav", 0.2777628004550934, 0.08101730048656464, 4175.13037268824, 1222.8685280792663, 5070.0304533305925, 0.3838704427083333, -417.6016540527344, -78.71347045898438, -113.33987426757812, 74.80703735351562, 8.565860748291016, -6.185097694396973, -26.172422409057617, 17.359827041625977, -4.727548599243164, 40.2810173034668, 4.767964839935303, -4.819731712341309, -4.235201835632324, -13.814640045166016, 8.184835433959961, 9.19546127319336, -2.7318379878997803, -3.2592365741729736, -0.12719137966632843, -3.2670905590057373, bgmr rep and soundfiles,
"bgmr F4,bgmr-070502.wav", 0.3446904718875885, 0.0346141941845417, 3864.031416688004, 1639.6152059214728, 5384.715371236314, 0.35150191035583944, -377.2253723144531, -62.25471878051758, -112.84497833251953, 64.14545440673828, 5.0922393798828125, 7.304023742675781, -34.42856979370117, 18.563644409179688, 0.4078674912452698, 50.6042594909668, 4.20786190032959, 7.5176262855529785, -14.804851531982422, -2.8575100898742676, 0.5621453523635864, 12.838147163391113, -5.473276615142822, -3.9624481201171875, -4.796441078186035, -7.3788933753967285, bgmr rep and soundfiles,
"bgmr F5,bgmr-070502.wav", 0.28221744298934937, 0.07032480090856552, 4057.9714357667763, 1398.5850938139085, 5240.349264705882, 0.37865185136554624, -385.9286804199219, -71.98970031738281, -116.76580810546875, 72.0669937133789, 6.955836296081543, -2.210932970046997, -29.344064712524414, 21.818260192871094, -6.511964797973633, 50.80853271484375, 7.5314621925354, 1.3696030378341675, -9.196758270263672, -8.345154762268066, 3.9891586303710938, 11.264303207397461, -4.32843542098999, -5.323902606964111, -2.224252223968506, -8.138916969299316, bgmr rep and soundfiles,
"bgmr F6,bgmr-070502.wav", 0.3234715163707733, 0.029709486290812492, 3912.2688406016996, 1596.6840217587496, 5212.18359375, 0.34662760416666666, -418.0074462890625, -50.56736755371094, -112.54090881347656, 59.216583251953125, 7.508020877838135, 5.952244281768799, -32.35133743286133, 17.896326065063477, -2.7609853744506836, 54.07789611816406, 5.498311519622803, 3.654193639755249, -10.596282005310059, -6.430671215057373, 3.2883453369140625, 10.348652839660645, -3.744574785232544, -3.3076982498168945, -7.862289905548096, -6.373324871063232, bgmr rep and soundfiles,
"bgmr F9,bgmr-070502.wav", 0.30375802516937256, 0.07143408060073853, 4001.762359206916, 1384.2587495516416, 5119.300209603659, 0.3633765243902439, -384.6010437011719, -66.79671478271484, -116.52302551269531, 70.46159362792969, 7.411059856414795, -1.895369529724121, -28.105867385864258, 17.862987518310547, -2.6443183422088623, 49.458473205566406, 7.907861709594727, 4.108438491821289, -9.10654354095459, -10.727497100830078, 5.811054229736328, 9.812369346618652, -2.880310297012329, -3.733616590499878, -4.0113654136657715, -7.9786376953125, bgmr rep and soundfiles,
"bgmr G,bgmr-070502.wav", 0.2785209119319916, 0.05620255321264267, 4390.111196429498, 1606.430623504078, 5878.026123046875, 0.39114990234375, -398.6213684082031, -87.05011749267578, -96.30126190185547, 62.69905471801758, 2.9201736450195312, 9.851408958435059, -37.67493438720703, 18.538667678833008, 1.6086958646774292, 41.864261627197266, 4.485501766204834, 3.165524959564209, -9.888745307922363, -6.181790828704834, -1.4305059909820557, 16.83909797668457, -5.413678169250488, -6.385566234588623, 0.1317596435546875, -5.513092041015625, bgmr rep and soundfiles,
"bgmr G3,bgmr-070502.wav", 0.2864193320274353, 0.043612122535705566, 4287.137706709688, 1588.7103150922862, 5718.2958984375, 0.37423270089285715, -409.49334716796875, -69.69158172607422, -101.65670013427734, 58.71284866333008, 4.566649913787842, 12.125380516052246, -40.057167053222656, 19.561246871948242, 3.5023653507232666, 44.53347396850586, 10.582124710083008, 2.965519428253174, -9.85604190826416, -8.927969932556152, 2.4399266242980957, 15.21379280090332, -5.806632041931152, -4.864509582519531, -2.6832408905029297, -8.336225509643555, bgmr rep and soundfiles,
"bgmr G5,bgmr-070502.wav", 0.3093206584453583, 0.06880839914083481, 4258.5621169592405, 1604.2128382123221, 5679.482014973958, 0.36742259837962965, -359.9610900878906, -59.09203338623047, -100.25702667236328, 55.062110900878906, -3.973411798477173, 20.27036476135254, -35.97206115722656, 11.072211265563965, 4.985241889953613, 47.50171661376953, 14.11520767211914, 3.163673162460327, -7.71312952041626, -4.610591411590576, -3.23012638092041, 16.276338577270508, -8.747700691223145, -0.19790233671665192, -5.650366306304932, -9.451178550720215, bgmr rep and soundfiles,
"bgmr H,bgmr-070502.wav", 0.35289525985717773, 0.08558528125286102, 3595.8472585772874, 2059.6760087992066, 5448.93564077524, 0.2759258563701923, -211.07766723632812, 39.88247299194336, -17.731687545776367, 55.684715270996094, -7.634738445281982, 31.924678802490234, 3.1450304985046387, 20.690704345703125, -1.2817987203598022, 16.18169593811035, 10.477742195129395, 7.266506671905518, 13.011519432067871, 1.846565842628479, 6.891796588897705, 7.605610370635986, 1.7778542041778564, 9.129720687866211, -0.17146103084087372, 6.204967021942139, bgmr rep and soundfiles,
"bgmr H5,bgmr-070502.wav", 0.2777179181575775, 0.06813570857048035, 4266.785967378956, 1560.7115604305789, 5689.392594266529, 0.3649761105371901, -337.78558349609375, -54.17331314086914, -92.9613037109375, 51.72969055175781, -11.91059398651123, 29.395830154418945, -36.550926208496094, 7.675949573516846, 5.539689540863037, 48.93878173828125, 16.231597900390625, 0.966606080532074, -8.953579902648926, -3.9294610023498535, -0.6746625304222107, 12.457210540771484, -4.694199085235596, 0.2462833672761917, -11.084261894226074, -10.045036315917969, bgmr rep and soundfiles,
"bgmr H7,bgmr-070502.wav", 0.26978594064712524, 0.07834208756685257, 4394.786709294461, 1438.0272191042948, 5643.8347430268595, 0.36684045712809915, -379.7308044433594, -74.38601684570312, -91.35478210449219, 58.23668670654297, -11.190377235412598, 25.512554168701172, -37.013450622558594, 8.126035690307617, 6.652135848999023, 41.89681625366211, 13.568248748779297, -1.6240664720535278, -6.933703899383545, -6.381002426147461, 0.6759231686592102, 10.351469039916992, -2.7381160259246826, -0.591045618057251, -8.260821342468262, -3.229701042175293, bgmr rep and soundfiles,
"bgmr I,bgmr-070502.wav", 0.35612910985946655, 0.03310989961028099, 4432.393273000064, 1663.9025027800844, 6046.742757161458, 0.38422761140046297, -377.4301452636719, -87.36732482910156, -95.94908905029297, 66.25074768066406, -14.661849021911621, 30.513870239257812, -44.49199295043945, 14.304818153381348, 7.137304782867432, 49.96696090698242, 0.3731256425380707, 8.33832836151123, -12.950092315673828, -3.237368583679199, 0.20124953985214233, 11.507342338562012, -3.935969352722168, -0.09649466723203659, -10.696937561035156, -5.752591609954834, bgmr rep and soundfiles,
"bgmr I2,bgmr-070502.wav", 0.3262344002723694, 0.03322701156139374, 4655.434441312273, 1675.5535971380284, 6243.972406154726, 0.41513731421493905, -395.40087890625, -93.70989990234375, -82.8031997680664, 62.90366744995117, -16.212013244628906, 26.720232009887695, -38.58971405029297, 15.06153392791748, 1.652793288230896, 45.740699768066406, -0.09021452069282532, 8.07172966003418, -17.638879776000977, 1.0239224433898926, 2.546112537384033, 5.774485111236572, -1.4936789274215698, -1.6669374704360962, -7.214615821838379, -5.0875115394592285, bgmr rep and soundfiles,
"bgmr J,bgmr-070502.wav", 0.2638571262359619, 0.07162250578403473, 4144.015856941363, 1342.7982517948506, 5178.011546415441, 0.3656036633403361, -389.4357604980469, -84.84295654296875, -89.25919342041016, 59.802947998046875, -0.5834342837333679, 13.850918769836426, -35.77056121826172, 12.361815452575684, 2.847316026687622, 32.131900787353516, 7.2505035400390625, 1.320603847503662, -18.530529022216797, 0.802556037902832, 5.560318470001221, 2.0618467330932617, -0.20299506187438965, 1.5544928312301636, -2.806226968765259, -6.542576789855957, bgmr rep and soundfiles,
"bgmy A,bgmy mayy feb 14.wav", 0.3641722500324249, 0.023472752422094345, 3823.295424307157, 1724.2189709416357, 5443.257911052179, 0.3314623351490826, -372.62884521484375, -38.42506790161133, -101.71282958984375, 49.04241180419922, -0.920438826084137, 18.92475700378418, -32.20442581176758, 5.2070159912109375, 8.417881965637207, 51.31309509277344, 6.549957752227783, 18.563962936401367, -14.730535507202148, -8.613052368164062, 6.189941883087158, 6.291896820068359, 0.385187566280365, -3.416214942932129, -8.81180191040039, -9.152997970581055, bgmy partial rep and soundfiles,
"bgmy A2,bgmy mayy feb 14.wav", 0.3427840769290924, 0.01721748523414135, 3973.9796268615123, 1865.2546667619179, 5940.360260009766, 0.338775634765625, -392.608154296875, -46.213836669921875, -99.58023834228516, 46.80864334106445, 1.136095404624939, 20.60321044921875, -38.72377395629883, 11.79809284210205, 6.320321559906006, 50.88172912597656, 5.918715953826904, 21.26885986328125, -15.460807800292969, -7.619747161865234, 3.6147146224975586, 8.067526817321777, -0.9885154366493225, -2.4136765003204346, -8.821429252624512, -6.522891998291016, bgmy partial rep and soundfiles,
"bgmy A3,bgmy mayy feb 14.wav", 0.3467562198638916, 0.024634722620248795, 3812.638889053114, 1728.4588175454269, 5446.855089502427, 0.32872231492718446, -373.5602111816406, -36.1820068359375, -103.59747314453125, 47.58076477050781, 1.6457462310791016, 17.6619815826416, -32.39746856689453, 5.644690036773682, 9.035987854003906, 49.997337341308594, 6.041120529174805, 19.866315841674805, -15.711629867553711, -7.700008869171143, 4.830724716186523, 7.769728660583496, -0.23199109733104706, -3.4887747764587402, -8.750869750976562, -8.366933822631836, bgmy partial rep and soundfiles,
"bgmy A4,bgmy mayy feb 14.wav", 0.3292623460292816, 0.01804443448781967, 3716.901606653841, 1710.9677523493178, 5241.6123046875, 0.32369140625, -378.969970703125, -30.36013412475586, -103.20789337158203, 49.381404876708984, -3.6230289936065674, 20.351699829101562, -28.335491180419922, 0.5869877338409424, 8.987129211425781, 50.31565475463867, 3.8508434295654297, 13.527663230895996, -11.718988418579102, -7.658121585845947, 3.393338441848755, 9.137768745422363, -1.3309342861175537, -4.074869632720947, -8.004164695739746, -6.016685962677002, bgmy partial rep and soundfiles,
"bgmy B2,bgmy_mwoo_mayy_mgyo_070214.wav", 0.35124436020851135, 0.024015793576836586, 4058.8909918407076, 1963.1277746059172, 6138.069737514603, 0.3716915522780374, -370.12158203125, -50.91078567504883, -94.10955810546875, 42.77800369262695, 4.5476837158203125, 17.35991668701172, -37.60300827026367, 15.455973625183105, 1.9837793111801147, 51.373844146728516, 16.04741668701172, 13.196377754211426, -16.707841873168945, -0.813349723815918, -4.787487030029297, 13.80331039428711, 0.5303691029548645, -8.654064178466797, -1.6500333547592163, -8.029862403869629, bgmy partial rep and soundfiles,
"bgmy B3,bgmy_mwoo_mayy_mgyo_070214.wav", 0.31424957513809204, 0.04067184403538704, 4257.115181430807, 1829.5430985482749, 6059.639115767045, 0.384765625, -356.820556640625, -64.31901550292969, -90.73542785644531, 46.941646575927734, 1.6578739881515503, 17.644804000854492, -36.45246887207031, 13.271814346313477, 0.1933411806821823, 50.88335037231445, 12.078286170959473, 7.991295337677002, -12.712681770324707, -1.486668348312378, -3.872750997543335, 11.14572811126709, 3.6344258785247803, -10.018877983093262, -2.1218581199645996, -6.759084224700928, bgmy partial rep and soundfiles,
"bgmy B4,bgmy_mwoo_mayy_mgyo_070214.wav", 0.47433164715766907, 0.01868567429482937, 4168.051438740496, 2129.076530494811, 6741.85791015625, 0.3646802145337302, -307.57476806640625, -50.65176010131836, -91.97724914550781, 43.753753662109375, -0.7819729447364807, 23.53154754638672, -38.93400192260742, 12.906364440917969, 3.062148094177246, 52.84284973144531, 9.18966007232666, 13.830122947692871, -20.93429183959961, 4.869370460510254, -6.001467704772949, 13.326824188232422, -1.9738260507583618, -4.0617570877075195, -8.646566390991211, -4.8088297843933105, bgmy partial rep and soundfiles,
"bgmy C,bgmy_mwoo_mayy_mgyo_070214.wav", 0.31023165583610535, 0.030232537537813187, 3979.2345406788163, 1742.375002790179, 5689.072265625, 0.3497155230978261, -345.1296081542969, -47.7406120300293, -100.89319610595703, 54.16166305541992, -5.906885623931885, 20.024734497070312, -32.937232971191406, 10.391742706298828, 2.063276529312134, 50.86384201049805, 15.305594444274902, 9.933934211730957, -15.6069974899292, -0.551173985004425, 0.06257274746894836, 7.075870037078857, 0.02925349958240986, -0.4134834408760071, -13.674935340881348, -3.4685990810394287, bgmy partial rep and soundfiles,
"bgmy C10,bgmy_mwoo_mayy_mgyo_070214.wav", 0.33308273553848267, 0.04299832135438919, 4158.443765657717, 1744.3134504928707, 5838.753065952035, 0.34857035792151164, -343.0886535644531, -57.63422775268555, -100.6479263305664, 55.77944564819336, -6.039196491241455, 21.40520477294922, -36.911678314208984, 14.85665512084961, 0.7816993594169617, 48.873863220214844, 17.55558204650879, 5.1057329177856445, -16.146562576293945, 5.889195442199707, -8.13896369934082, 13.091073036193848, -2.1280033588409424, -2.1796720027923584, -9.314940452575684, -7.484940528869629, bgmy partial rep and soundfiles,
"bgmy C11,bgmy_mwoo_mayy_mgyo_070214.wav", 0.300345242023468, 0.05093693733215332, 4220.369350297402, 1674.8742615787776, 5740.076401654412, 0.35344381893382354, -341.57769775390625, -57.14386749267578, -99.38111877441406, 53.79851150512695, -7.412304401397705, 21.024356842041016, -35.87363815307617, 13.706951141357422, -1.26758873462677, 49.4391975402832, 26.01163101196289, 10.92039680480957, -11.941096305847168, 2.2943739891052246, -7.426056385040283, 9.443684577941895, 1.5968962907791138, -2.244987964630127, -11.634428024291992, -5.64028263092041, bgmy partial rep and soundfiles,
"bgmy C2,bgmy_mwoo_mayy_mgyo_070214.wav", 0.29067423939704895, 0.05786290392279625, 4392.305823761776, 1600.8529051018581, 5861.264272836538, 0.3723958333333333, -343.04351806640625, -73.74980926513672, -97.68933868408203, 64.1859359741211, -14.057098388671875, 24.00183868408203, -36.899147033691406, 15.42602252960205, -0.10051329433917999, 50.89471435546875, 15.763094902038574, 7.498269081115723, -16.993858337402344, 0.8571503758430481, -0.7720606923103333, 8.408912658691406, 0.16813525557518005, -2.105992555618286, -12.353482246398926, -2.767509698867798, bgmy partial rep and soundfiles,
"bgmy C3,bgmy_mwoo_mayy_mgyo_070214.wav", 0.31353431940078735, 0.051270533353090286, 4225.742022280864, 1693.2966062196795, 5903.468070652174, 0.3498641304347826, -339.73077392578125, -63.99219512939453, -101.59516143798828, 58.6318244934082, -5.084331035614014, 20.293426513671875, -40.80024719238281, 21.39255714416504, -3.440868854522705, 47.55529022216797, 17.749038696289062, 5.959936618804932, -16.046201705932617, 1.9559699296951294, -2.2432971000671387, 7.354122161865234, 1.9862709045410156, -3.152580499649048, -12.324953079223633, -0.6633583307266235, bgmy partial rep and soundfiles,
"bgmy C4,bgmy_mwoo_mayy_mgyo_070214.wav", 0.2919522225856781, 0.07569926977157593, 4298.012427652176, 1521.612744745521, 5604.6701591705605, 0.3620993355724299, -323.4002990722656, -70.76150512695312, -101.6324462890625, 67.10640716552734, -14.081131935119629, 21.564674377441406, -33.09203338623047, 11.112442970275879, 2.846750020980835, 49.335662841796875, 14.79694652557373, 9.269403457641602, -17.12114906311035, 3.053933620452881, -3.896096706390381, 9.579732894897461, -0.014062335714697838, -2.7443926334381104, -8.981626510620117, -5.47832727432251, bgmy partial rep and soundfiles,
"bgmy C5,bgmy_mwoo_mayy_mgyo_070214.wav", 0.28306007385253906, 0.06002532318234444, 4219.053268044303, 1612.921526141778, 5707.2926682692305, 0.35604341947115387, -335.7590637207031, -64.57513427734375, -101.09813690185547, 61.45528793334961, -9.13383960723877, 20.066177368164062, -35.104888916015625, 14.622428894042969, -0.47478848695755005, 51.82035827636719, 15.25386905670166, 10.45651626586914, -16.210599899291992, 0.18060196936130524, -1.384721040725708, 7.8392534255981445, 2.459826707839966, -5.0916924476623535, -9.758490562438965, -4.041792392730713, bgmy partial rep and soundfiles,
"bgmy C6,bgmy_mwoo_mayy_mgyo_070214.wav", 0.3020895719528198, 0.05303971469402313, 4292.434862965837, 1678.040476267188, 5863.748873197115, 0.3570087139423077, -340.70648193359375, -66.30294799804688, -99.55731964111328, 58.499881744384766, -7.222611904144287, 22.37150001525879, -39.94938278198242, 18.940567016601562, -1.8106114864349365, 47.73147964477539, 17.41006851196289, 4.0996904373168945, -14.347225189208984, 2.8324947357177734, -5.007836818695068, 10.645137786865234, 0.3339073061943054, -3.9125142097473145, -10.54722785949707, -3.946906566619873, bgmy partial rep and soundfiles,
"bgmy C7,bgmy_mwoo_mayy_mgyo_070214.wav", 0.3246438503265381, 0.045887190848588943, 4169.539602040784, 1626.6157219327924, 5612.75859375, 0.3436875, -348.36767578125, -66.7576675415039, -103.29415893554688, 61.63920974731445, -5.508185863494873, 17.24944496154785, -36.09660720825195, 17.243118286132812, -0.41601598262786865, 46.85261154174805, 17.840417861938477, 6.606335639953613, -16.968185424804688, 3.609300136566162, -4.2962541580200195, 9.86452865600586, 0.39838775992393494, -4.5866546630859375, -8.558286666870117, -3.9305248260498047, bgmy partial rep and soundfiles,
"bgmy C8,bgmy_mwoo_mayy_mgyo_070214.wav", 0.30806025862693787, 0.05047478899359703, 4119.9734969535, 1716.6853195528006, 5801.1857932973135, 0.3392824547313084, -326.9817199707031, -58.4205322265625, -101.52074432373047, 56.9738883972168, -5.990292072296143, 20.34062957763672, -36.79217529296875, 15.292984962463379, 0.6688854694366455, 46.41411590576172, 18.738672256469727, 6.456767559051514, -17.497676849365234, 5.540495872497559, -6.721987247467041, 11.953972816467285, -1.331234097480774, -3.4180445671081543, -10.178546905517578, -5.848658561706543, bgmy partial rep and soundfiles,
"bgmy C9,bgmy_mwoo_mayy_mgyo_070214.wav", 0.2986520826816559, 0.06937107443809509, 4295.946399687584, 1631.9493339829387, 5757.978515625, 0.35659877232142856, -313.66290283203125, -59.07392883300781, -101.14318084716797, 59.154685974121094, -9.170071601867676, 23.348651885986328, -38.68283462524414, 16.165740966796875, 0.7288705706596375, 47.26150131225586, 19.286970138549805, 5.053315162658691, -15.709177017211914, 2.8124802112579346, -3.975874185562134, 10.538625717163086, -0.04588603973388672, -4.2375359535217285, -9.449665069580078, -6.249381065368652, bgmy partial rep and soundfiles,
"bgmy D3,bgmy_mwoo_mayy_mgyo_070214.wav", 0.311990886926651, 0.05803561955690384, 4479.4762731665105, 1579.9794424675754, 5930.4668978987065, 0.413250942887931, -341.52252197265625, -84.42964935302734, -97.83786010742188, 69.67713165283203, -19.339052200317383, 26.794952392578125, -36.16545867919922, 11.195807456970215, 2.5050575733184814, 53.329837799072266, 7.647779941558838, 12.426222801208496, -14.941869735717773, -3.5157079696655273, 0.8736640810966492, 10.635309219360352, -4.55266809463501, 0.14099110662937164, -10.141520500183105, -6.783084392547607, bgmy partial rep and soundfiles,
"bgmy D4,bgmy_mwoo_mayy_mgyo_070214.wav", 0.35610416531562805, 0.029559019953012466, 4244.1007237036765, 1822.112154111091, 6062.2514054581925, 0.3906909839527027, -351.8061218261719, -61.91968536376953, -96.57577514648438, 54.92378234863281, -6.918315410614014, 23.592432022094727, -37.962730407714844, 12.634958267211914, 3.798063039779663, 53.70720672607422, 9.050801277160645, 13.147673606872559, -16.79093360900879, -2.54815673828125, 0.1835348755121231, 12.154383659362793, -4.737215042114258, -0.6422411799430847, -9.601478576660156, -7.115646839141846, bgmy partial rep and soundfiles,
"bgmy D5,bgmy_mwoo_mayy_mgyo_070214.wav", 0.3718603551387787, 0.04890714958310127, 4410.496375943311, 1623.8066169219223, 5927.459395559211, 0.4178659539473684, -334.7681884765625, -76.7580795288086, -98.52454376220703, 67.21623992919922, -19.0026798248291, 28.886472702026367, -37.002716064453125, 10.375950813293457, 4.3907880783081055, 51.992454528808594, 7.768298625946045, 11.518354415893555, -15.373795509338379, -2.4959325790405273, 0.5319624543190002, 10.711459159851074, -3.6297781467437744, -2.1230897903442383, -7.3281683921813965, -7.921838283538818, bgmy partial rep and soundfiles,
"bgmy D6,bgmy_mwoo_mayy_mgyo_070214.wav", 0.4251596927642822, 0.04681364819407463, 4301.62613968474, 1596.7763327685423, 5848.617015165441, 0.4002921481092437, -311.4613037109375, -78.67448425292969, -102.08313751220703, 71.77216339111328, -20.981063842773438, 28.254863739013672, -37.181880950927734, 10.56000804901123, 5.697867393493652, 51.0495491027832, 11.97352409362793, 15.460993766784668, -17.284536361694336, -1.718475580215454, -0.5494067668914795, 10.708126068115234, -3.377998113632202, -0.7583315968513489, -9.41737174987793, -7.030068397521973, bgmy partial rep and soundfiles,
"bgmy D7,bgmy_mwoo_mayy_mgyo_070214.wav", 0.4219735860824585, 0.0321914441883564, 4155.344930116297, 1690.5132349235125, 5851.417236328125, 0.38917061941964287, -329.5646057128906, -62.03512954711914, -99.70779418945312, 64.2230224609375, -16.4749755859375, 26.8358154296875, -34.6054573059082, 6.7698211669921875, 8.023716926574707, 51.851112365722656, 11.954574584960938, 13.329827308654785, -17.64503288269043, -1.682947039604187, 0.10487496852874756, 10.898310661315918, -3.238138198852539, -1.2028419971466064, -10.010828971862793, -5.164318084716797, bgmy partial rep and soundfiles,
"bgmy D8,bgmy_mwoo_mayy_mgyo_070214.wav", 0.45359766483306885, 0.02574833296239376, 4120.640128367004, 1850.2947366111669, 6139.181961176049, 0.3741538943225191, -312.8586730957031, -62.50239181518555, -99.00128173828125, 58.096099853515625, -9.561766624450684, 25.921316146850586, -39.83007049560547, 12.72889518737793, 5.4097089767456055, 50.760833740234375, 9.558993339538574, 13.522127151489258, -19.084613800048828, 0.3558330535888672, -2.5723602771759033, 12.859098434448242, -4.409121990203857, -0.6914825439453125, -9.533270835876465, -4.793156147003174, bgmy partial rep and soundfiles,
"bgmy E,bgmy_mwoo_mayy_mgyo_070214.wav", 0.4952155649662018, 0.01514207012951374, 3851.4139610001744, 2042.7502042074539, 6272.218322753906, 0.31632080078125, -324.5432434082031, -41.16798782348633, -96.6949691772461, 43.596641540527344, 1.9616386890411377, 19.2005558013916, -34.93770217895508, 10.504371643066406, 3.924165725708008, 53.09864044189453, 11.318336486816406, 13.702547073364258, -20.20096778869629, 2.784115791320801, -4.842532157897949, 13.648889541625977, -2.698986530303955, -2.762880325317383, -8.762297630310059, -5.368917942047119, bgmy partial rep and soundfiles,
"bgmy E2,bgmy_mwoo_mayy_mgyo_070214.wav", 0.4584631025791168, 0.042297087609767914, 3885.2501570854915, 1886.5739475483083, 5968.416637073864, 0.32219164299242425, -286.9447937011719, -49.3753547668457, -101.4483871459961, 52.69270706176758, -1.6508738994598389, 18.52405548095703, -35.28919219970703, 10.6690092086792, 5.4781880378723145, 51.69597625732422, 10.791893005371094, 14.40524673461914, -19.495922088623047, 0.5422743558883667, -2.658003091812134, 11.00957202911377, -0.11960301548242569, -5.146565914154053, -7.983152866363525, -4.851862907409668, bgmy partial rep and soundfiles,
"bgmy E3,bgmy_mwoo_mayy_mgyo_070214.wav", 0.40696337819099426, 0.037689801305532455, 3926.3415727674537, 1893.3448953331613, 5957.185683139535, 0.3256343871124031, -302.0225830078125, -52.196712493896484, -101.77643585205078, 52.954593658447266, -0.5026849508285522, 16.820119857788086, -34.440391540527344, 11.91343879699707, 2.800463914871216, 51.31037139892578, 8.826556205749512, 16.011735916137695, -20.872087478637695, 2.9835567474365234, -4.978301525115967, 12.54663372039795, -1.4028785228729248, -4.565049171447754, -7.775511741638184, -6.162264347076416, bgmy partial rep and soundfiles,
"bgmy F,bgmy_070214.wav", 0.2846217751502991, 0.1183430626988411, 4196.151154543204, 1451.3370285212839, 5394.5159912109375, 0.3654412163628472, -293.2654724121094, -64.22518920898438, -97.93284606933594, 60.35460662841797, -9.83084487915039, 22.8370304107666, -35.32484817504883, 11.724946975708008, 3.723841428756714, 50.27671813964844, 14.474833488464355, -1.1096649169921875, -9.196282386779785, -3.4666366577148438, 0.011396938003599644, 8.65334701538086, 3.670297861099243, -9.791067123413086, -2.375786304473877, -3.8482272624969482, bgmy partial rep and soundfiles,
"bgmy F2,bgmy_070214.wav", 0.331901878118515, 0.06968067586421967, 4200.536986705732, 1466.5329680965708, 5416.770868716033, 0.36628524116847827, -334.8379821777344, -56.85666275024414, -99.12596893310547, 60.488548278808594, -13.043194770812988, 26.83223533630371, -36.223060607910156, 6.7757954597473145, 11.038249015808105, 43.95313262939453, 11.55107593536377, 7.952175617218018, -19.112689971923828, 1.338350772857666, -0.6723573803901672, 8.929162979125977, 1.5391285419464111, -7.40033483505249, -6.0689544677734375, -2.374634027481079, bgmy partial rep and soundfiles,
"bgmyB,bgmy_mwoo_mayy_mgyo_070214.wav", 0.332619309425354, 0.026504848152399063, 4053.892046648157, 1867.0047897100303, 5986.547133501838, 0.36960497089460786, -375.5859680175781, -52.675575256347656, -94.99683380126953, 46.09097671508789, -0.06755276769399643, 20.009279251098633, -37.11791229248047, 13.307402610778809, 1.0726609230041504, 50.43886947631836, 15.722587585449219, 10.059731483459473, -13.388874053955078, -0.7775956988334656, -4.285821914672852, 10.166799545288086, 3.405287981033325, -9.39718246459961, -2.528702735900879, -6.861805438995361, bgmy partial rep and soundfiles,
